name,sp500_start,sp500_trough,sp500_pct_drop,sp500_duration,unemp_event_start,unemp_peak_date,unemp_lag_months,tax_event_start,tax_trough_date,tax_lag_months,lag,unemp_change,tax_change
COVID crash,2020-02-01,2020-03-01,-19.09,2,2020-02-01,2020-04-01,0.0,2020-03-01,2020-04-01,1.0,23,0.4166666666666665,49.853200999526095
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,1,-0.9499999999999993,16.703945103540256
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,2,-1.0499999999999994,16.703945103540256
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,3,-1.2499999999999991,16.703945103540256
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,4,-1.2499999999999991,18.47903977555791
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,5,-1.3499999999999992,18.47903977555791
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,6,-1.3499999999999992,18.47903977555791
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,7,-1.4499999999999993,18.709211712727313
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,8,-1.3499999999999992,18.709211712727313
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,9,-1.4499999999999993,18.709211712727313
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,10,-1.3499999999999992,17.378814293985144
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,11,-1.3499999999999992,17.378814293985144
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,12,-1.4499999999999993,17.378814293985144
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,13,-1.4499999999999993,5.041308709463429
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,14,-1.3499999999999992,5.041308709463429
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,15,-1.4499999999999993,5.041308709463429
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,16,-1.5499999999999994,4.7348957136407455
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,17,-1.3499999999999992,4.7348957136407455
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,18,-1.3499999999999992,4.7348957136407455
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,19,-1.4499999999999993,5.803139791512394
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,20,-1.2499999999999991,5.803139791512394
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,21,-1.2499999999999991,5.803139791512394
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,22,-1.0499999999999994,7.177941741327675
Downturn Dec 2021,2021-12-01,2022-10-01,-20.29,10,,,,2022-12-01,2023-04-01,12.0,23,-1.2499999999999991,7.177941741327675
